gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,firstPick,champion,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,void_grubs,opp_void_grubs,firstbaron,barons,opp_barons,atakhans,opp_atakhans,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,damagetotowers,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,gpr,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,goldat20,xpat20,csat20,opp_goldat20,opp_xpat20,opp_csat20,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,opp_killsat20,opp_assistsat20,opp_deathsat20,goldat25,xpat25,csat25,opp_goldat25,opp_xpat25,opp_csat25,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,opp_killsat25,opp_assistsat25,opp_deathsat25
LOLTMNT03_336232,complete,,LCKC,2026,Kickoff,0,2026-01-15 06:59:57,3,16.01,6,Red,top,Haetae,oe:player:9fefcdafef82ae8de67c1187546d622,T1 Esports Academy,oe:team:731b7a9fd004cdbe2bcb3da795bce47,0,Yorick,Rumble,Azir,Sion,Miss Fortune,Kai'Sa,,,,,,2078,1,2,3,7,12,17,0,0,0,0,0,0,0,0,0.3465,0.8373,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,25771,744.1097,0.268356,934.3600,955.1781,9634,20,0.5775,4,0.1155,4,49,1.4148,14984,10469,302.2810,0.221121,13083,,,327,323,4,,,9.4418,3389,4286,73,3441,4608,73,-52,-322,0,1,0,2,1,1,1,5300,7581,122,4881,8018,114,419,-437,8,1,0,2,1,2,1,7355,10653,173,6661,11601,168,694,-948,5,1,0,2,2,2,1,10138,14620,237,8506,13917,212,1632,703,25,2,2,2,3,3,1
LOLTMNT03_336232,complete,,LCKC,2026,Kickoff,0,2026-01-15 06:59:57,3,16.01,7,Red,jng,Painter,oe:player:4d08cbf857994dc42e1b09205158e15,T1 Esports Academy,oe:team:731b7a9fd004cdbe2bcb3da795bce47,0,Qiyana,Rumble,Azir,Sion,Miss Fortune,Kai'Sa,,,,,,2078,1,0,9,5,12,17,0,0,0,0,0,0,0,0,0.3465,0.8373,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0,0,11420,329.7401,0.118917,921.3956,465.0722,0,16,0.4620,12,0.3465,15,66,1.9057,13506,8991,259.6054,0.189904,12325,,,253,13,240,,,7.3051,3525,4065,77,5036,4692,86,-1511,-627,-9,0,0,1,2,2,0,5439,6565,117,8034,7864,134,-2595,-1299,-17,0,0,3,5,2,0,7418,8735,151,10170,10388,169,-2752,-1653,-18,0,0,5,6,3,0,9446,10792,183,11877,12182,196,-2431,-1390,-13,0,3,6,6,5,1
LOLTMNT03_336232,complete,,LCKC,2026,Kickoff,0,2026-01-15 06:59:57,3,16.01,8,Red,mid,Guti,oe:player:3950b27e47e381e26f4678ced12bc45,T1 Esports Academy,oe:team:731b7a9fd004cdbe2bcb3da795bce47,0,Viktor,Rumble,Azir,Sion,Miss Fortune,Kai'Sa,,,,,,2078,1,3,1,8,12,17,0,0,0,0,0,0,0,0,0.3465,0.8373,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,28951,835.9288,0.301469,479.7113,587.2955,6061,14,0.4042,9,0.2599,2,49,1.4148,14485,9970,287.8730,0.210582,13900,,,330,329,1,,,9.5284,3581,5277,102,3468,4704,95,113,573,7,0,0,0,0,0,0,5181,7699,154,5699,7673,149,-518,26,5,0,0,1,1,2,0,7714,11059,223,7590,10387,203,124,672,20,0,0,1,1,3,0,9750,13378,251,9088,11848,223,662,1530,28,1,3,1,1,4,1
LOLTMNT03_336232,complete,,LCKC,2026,Kickoff,0,2026-01-15 06:59:57,3,16.01,9,Red,bot,Cypher,oe:player:31edd1e8359d849e250b854826b8c38,T1 Esports Academy,oe:team:731b7a9fd004cdbe2bcb3da795bce47,0,Jhin,Rumble,Azir,Sion,Miss Fortune,Kai'Sa,,,,,,2078,1,7,0,4,12,17,1,0,0,0,0,0,0,0,0.3465,0.8373,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,23206,670.0481,0.241646,416.3619,225.7363,10383,20,0.5775,13,0.3754,7,50,1.4437,18066,13551,391.2705,0.286216,14275,,,373,369,4,,,10.7700,3527,3851,97,3120,3151,75,407,700,22,0,0,0,0,1,0,5734,6420,159,5626,5830,132,108,590,27,0,0,0,0,2,0,7974,9201,224,7863,8840,197,111,361,27,0,0,0,0,3,0,10562,11338,258,9929,10495,235,633,843,23,2,2,0,0,5,1
LOLTMNT03_336232,complete,,LCKC,2026,Kickoff,0,2026-01-15 06:59:57,3,16.01,10,Red,sup,Cloud,oe:player:c8fe7c65a2ae0ab6ff62674ade6847d,T1 Esports Academy,oe:team:731b7a9fd004cdbe2bcb3da795bce47,0,Bard,Rumble,Azir,Sion,Miss Fortune,Kai'Sa,,,,,,2078,1,0,4,9,12,17,0,0,0,0,0,0,0,1,0.3465,0.8373,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,6685,193.0221,0.0696115,584.2926,314.7546,2305,77,2.2233,16,0.4620,17,148,4.2733,8879,4364,126.0058,0.0921777,8655,,,47,47,0,,,1.3571,2325,2739,19,2630,2889,18,-305,-150,1,0,0,1,1,1,0,3450,4090,29,3911,3993,29,-461,97,0,0,0,2,1,3,0,4671,5182,35,5063,5269,33,-392,-87,2,0,0,2,1,4,0,5735,7398,38,6475,7091,37,-740,307,1,0,2,3,2,5,1
LOLTMNT03_336232,complete,,LCKC,2026,Kickoff,0,2026-01-15 06:59:57,3,16.01,100,Blue,team,,,HANJIN BRION Challengers,oe:team:fa3d687a87bcae80362f784a7da571d,1,,Neeko,Malphite,Jarvan IV,Ezreal,Gnar,Jayce,Alistar,Syndra,Sejuani,Ashe,2078,0,17,12,34,17,12,1,0,0,0,1,,,,0.4909,0.8373,0,3,2,3,2,2,0,0,1,0,0,,0,0,1,1,0,2,1,1,1,1,0,0,0,3,7,1,0,18,27,0,1,83403,2408.1713,,3409.9808,2999.5091,12980,137,3.9557,70,2.0212,53,398,11.4918,65708,43134,1245.4475,,63785,0.0245511,0.89,,983,234,,,35.1396,17695,20044,347,16347,20218,368,1348,-174,-21,4,5,1,1,0,4,28151,33378,558,25104,32355,581,3047,1023,-23,8,11,1,1,0,8,37347,46485,770,35132,44830,806,2215,1655,-36,10,15,1,1,0,10,45875,55533,903,45631,57526,967,244,-1993,-64,12,22,5,5,12,12
LOLTMNT03_336232,complete,,LCKC,2026,Kickoff,0,2026-01-15 06:59:57,3,16.01,200,Red,team,,,T1 Esports Academy,oe:team:731b7a9fd004cdbe2bcb3da795bce47,0,,Rumble,Azir,Sion,Miss Fortune,Kai'Sa,Qiyana,Viktor,Bard,Jhin,Yorick,2078,1,12,17,33,12,17,1,0,0,0,0,,,,0.3465,0.8373,1,2,3,2,3,1,1,0,0,0,0,,0,0,0,0,1,1,2,0,1,1,0,0,1,7,3,0,1,27,18,1,0,96033,2772.8489,,3336.1213,2548.0366,28383,147,4.2445,54,1.5592,45,362,10.4524,69920,47346,1367.0645,,62238,-0.0245511,-0.89,,1081,249,,,38.4023,16347,20218,368,17695,20044,347,-1348,174,21,1,0,4,4,5,1,25104,32355,581,28151,33378,558,-3047,-1023,23,1,0,8,8,11,1,35132,44830,806,37347,46485,770,-2215,-1655,36,1,0,10,10,15,1,45631,57526,967,45875,55533,903,-244,1993,64,5,12,12,12,22,5
13062-13062_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13062,LPL,2026,Split 1,0,2026-01-15 07:12:06,1,16.01,1,Blue,top,Liangchen,oe:player:76a48b285de2308d5de60668d021ed5,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,1,Rumble,Poppy,Neeko,Sylas,Miss Fortune,Sivir,,,,,,2071,0,1,2,3,6,18,,,,,,0,,,0.1738,0.6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15260,442.1053,0.18739,481.3906,,,14,0.4056,9,0.2607,5,53,1.5355,11526,7026,203.5538,0.199778,11174,,,272,272,0,0,0,7.8803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13062-13062_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13062,LPL,2026,Split 1,0,2026-01-15 07:12:06,1,16.01,2,Blue,jng,Grizzly,oe:player:655c522b43d1444e55a0a4615c2b59b,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,1,Ambessa,Poppy,Neeko,Sylas,Miss Fortune,Sivir,,,,,,2071,0,3,5,2,6,18,,,,,,0,,,0.1738,0.6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16023,464.2105,0.196756,786.6055,,,11,0.3187,13,0.3766,9,43,1.2458,12474,7974,231.0188,0.226735,12225,,,240,32,208,155,26,6.9532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13062-13062_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13062,LPL,2026,Split 1,0,2026-01-15 07:12:06,1,16.01,3,Blue,mid,Saber,oe:player:da42b9f18367dc6c30476ec117c29de,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,1,Ahri,Poppy,Neeko,Sylas,Miss Fortune,Sivir,,,,,,2071,0,1,2,3,6,18,,,,,,0,,,0.1738,0.6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18935,548.5756,0.232515,535.5674,,,8,0.2318,15,0.4346,4,48,1.3906,12375,7875,228.1507,0.22392,11804,,,329,329,0,0,0,9.5316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13062-13062_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13062,LPL,2026,Split 1,0,2026-01-15 07:12:06,1,16.01,4,Blue,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,1,Varus,Poppy,Neeko,Sylas,Miss Fortune,Sivir,,,,,,2071,0,1,3,1,6,18,,,,,,0,,,0.1738,0.6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25695,744.4230,0.315527,353.8001,,,16,0.4635,13,0.3766,4,48,1.3906,13457,8957,259.4978,0.254688,13394,,,322,322,0,0,0,9.3288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13062-13062_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13062,LPL,2026,Split 1,0,2026-01-15 07:12:06,1,16.01,5,Blue,sup,Xiaoxia,oe:player:403937c97942cb4634ef8907077ede5,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,1,Rell,Poppy,Neeko,Sylas,Miss Fortune,Sivir,,,,,,2071,0,0,6,3,6,18,,,,,,0,,,0.1738,0.6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5522,159.9807,0.067812,560.9464,,,86,2.4915,21,0.6084,27,161,4.6644,7837,3337,96.6779,0.0948781,7796,,,40,40,0,0,0,1.1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13062-13062_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13062,LPL,2026,Split 1,0,2026-01-15 07:12:06,1,16.01,6,Red,top,sasi,oe:player:e85e46c5f3d3fcce55af9ca6a4cb45c,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,0,K'Sante,Jayce,Orianna,Malphite,Taliyah,Alistar,,,,,,2071,1,2,0,5,18,6,,,,,,0,,,0.5215,0.6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8403,243.4476,0.113385,728.5466,,,16,0.4635,1,0.0290,2,41,1.1878,13289,8789,254.6306,0.165607,13074,,,280,280,0,0,0,8.1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13062-13062_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13062,LPL,2026,Split 1,0,2026-01-15 07:12:06,1,16.01,7,Red,jng,Heng,oe:player:92f0831b560a15d8be3be25275adb08,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,0,Qiyana,Jayce,Orianna,Malphite,Taliyah,Alistar,,,,,,2071,1,6,1,7,18,6,,,,,,1,,,0.5215,0.6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20665,598.6963,0.278848,751.4341,,,13,0.3766,21,0.6084,9,81,2.3467,19005,14505,420.2318,0.273316,17064,,,323,56,267,150,39,9.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13062-13062_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13062,LPL,2026,Split 1,0,2026-01-15 07:12:06,1,16.01,8,Red,mid,Tangyuan,oe:player:3c93fcbfb525315f6412904e5b9abbd,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,0,Ryze,Jayce,Orianna,Malphite,Taliyah,Alistar,,,,,,2071,1,4,2,9,18,6,,,,,,0,,,0.5215,0.6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18687,541.3906,0.252154,541.5065,,,20,0.5794,13,0.3766,9,61,1.7673,15175,10675,309.2709,0.201146,13924,,,315,311,4,0,4,9.1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13062-13062_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13062,LPL,2026,Split 1,0,2026-01-15 07:12:06,1,16.01,9,Red,bot,Shaoye,oe:player:6d734e1e86b978852d95cfd63d6a643,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,0,Yunara,Jayce,Orianna,Malphite,Taliyah,Alistar,,,,,,2071,1,6,2,8,18,6,,,,,,0,,,0.5215,0.6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19924,577.2284,0.26885,573.6070,,,19,0.5505,17,0.4925,5,66,1.9121,18183,13683,396.4172,0.257827,15570,,,337,329,8,4,0,9.7634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13062-13062_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13062,LPL,2026,Split 1,0,2026-01-15 07:12:06,1,16.01,10,Red,sup,Ycx,oe:player:397bcf46311de3cf780469b2a842b67,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,0,Braum,Jayce,Orianna,Malphite,Taliyah,Alistar,,,,,,2071,1,0,1,17,18,6,,,,,,0,,,0.5215,0.6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6430,186.2868,0.0867628,794.5147,,,74,2.1439,15,0.4346,21,154,4.4616,9919,5419,156.9966,0.102104,8456,,,39,39,0,0,0,1.1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13062-13062_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13062,LPL,2026,Split 1,0,2026-01-15 07:12:06,1,16.01,100,Blue,team,,,Ultra Prime,oe:team:8d09428f093dfbf3c488bce350af0b1,1,,Poppy,Neeko,Sylas,Miss Fortune,Sivir,Rumble,Varus,Ambessa,Rell,Ahri,2071,0,6,18,12,6,18,,,,,0,,,,0.1738,0.6953,0,1,4,,,,,,,,,1,,,,0,1,3,0,,0,2,,,0,0,11,,,,,0,3,81435,2359.2950,,2718.3100,,,135,3.9112,71,2.0570,49,352,10.1980,57669,35167,1018.8411,,56393,-0.1879,,,,208,155,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13062-13062_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13062,LPL,2026,Split 1,0,2026-01-15 07:12:06,1,16.01,200,Red,team,,,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,0,,Jayce,Orianna,Malphite,Taliyah,Alistar,Qiyana,K'Sante,Ryze,Yunara,Braum,2071,1,18,6,46,18,6,,,,,1,,,,0.5215,0.6953,1,4,1,,,,,,,,,4,,,,1,0,0,3,,2,0,,,1,11,0,,,,,3,0,74108,2147.0208,,3389.6379,,,142,4.1140,67,1.9411,46,402,11.6465,75571,53069,1537.4891,,68088,0.1879,,,,279,154,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOLTMNT03_336244,complete,,LCK,2026,Cup,0,2026-01-15 08:05:23,1,16.01,1,Blue,top,Rich,oe:player:6fbf57b984dbf130701e09ea4110bb8,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,Kennen,Rumble,Jayce,Poppy,K'Sante,Sion,,,,,,1783,0,4,4,1,7,16,1,1,1,0,0,0,0,0,0.2356,0.7740,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,26959,907.2013,0.375244,620.4599,439.9888,6236,17,0.5721,6,0.2019,2,55,1.8508,11554,7641,257.1284,0.235542,10650,,,240,240,0,,,8.0763,3560,5256,99,3227,5069,88,333,187,11,0,0,0,0,0,0,5066,8670,147,4989,8664,129,77,6,18,0,0,1,0,1,0,6277,10841,179,7681,13060,186,-1404,-2219,-7,0,0,3,2,2,0,10041,15030,212,10003,15325,217,38,-295,-5,4,1,3,3,3,1
LOLTMNT03_336244,complete,,LCK,2026,Cup,0,2026-01-15 08:05:23,1,16.01,2,Blue,jng,Willer,oe:player:baf26814ef7b2f10fac33a00c3d53a3,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,Xin Zhao,Rumble,Jayce,Poppy,K'Sante,Sion,,,,,,1783,0,2,4,2,7,16,0,0,0,0,1,1,0,0,0.2356,0.7740,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,0,0,10780,362.7594,0.150047,1178.8334,740.8301,754,8,0.2692,12,0.4038,7,45,1.5143,10649,6736,226.6741,0.207645,10475,,,191,15,176,,,6.4274,3666,3776,72,3141,3329,62,525,447,10,1,0,0,0,0,1,5474,6492,119,5155,6239,104,319,253,15,1,0,0,1,0,1,6879,8290,148,7150,9192,145,-271,-902,3,1,0,1,1,1,1,9352,11085,173,9298,11684,183,54,-599,-10,2,2,3,2,2,2
LOLTMNT03_336244,complete,,LCK,2026,Cup,0,2026-01-15 08:05:23,1,16.01,3,Blue,mid,Ucal,oe:player:bd6a2e6aaeb993fd29f43790265297f,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,Orianna,Rumble,Jayce,Poppy,K'Sante,Sion,,,,,,1783,0,0,1,5,7,16,0,0,0,0,1,0,1,0,0.2356,0.7740,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,13924,468.5586,0.193809,342.5687,302.8603,5629,17,0.5721,4,0.1346,6,43,1.4470,10873,6960,234.2120,0.21455,10000,,,295,295,0,,,9.9271,3657,5478,103,3543,5022,102,114,456,1,0,1,0,0,0,0,5611,8529,168,5452,8205,168,159,324,0,0,1,0,0,0,0,7572,11821,235,8240,11079,219,-668,742,16,0,1,0,2,1,0,9784,15793,284,9941,12931,263,-157,2862,21,0,5,0,2,1,2
LOLTMNT03_336244,complete,,LCK,2026,Cup,0,2026-01-15 08:05:23,1,16.01,4,Blue,bot,Jiwoo,oe:player:8643b56ba8000250b81fdaca1d7f06e,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,Yunara,Rumble,Jayce,Poppy,K'Sante,Sion,,,,,,1783,0,1,3,1,7,16,0,0,0,0,0,0,0,0,0.2356,0.7740,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,1,16188,544.7448,0.225322,647.1453,359.7308,5441,9,0.3029,7,0.2356,1,27,0.9086,11849,7936,267.0555,0.244636,11505,,,258,251,7,,,8.6820,3452,3934,88,3553,3843,97,-101,91,-9,0,0,0,0,0,0,5617,6294,137,5851,5823,158,-234,471,-21,0,0,0,0,0,0,7250,8155,179,8551,8430,216,-1301,-275,-37,0,0,1,0,2,0,9700,10766,215,11247,11467,265,-1547,-701,-50,1,1,2,2,3,1
LOLTMNT03_336244,complete,,LCK,2026,Cup,0,2026-01-15 08:05:23,1,16.01,5,Blue,sup,Andil,oe:player:5ef70ecd799a70ebbda239cd9a9f1e7,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,Alistar,Rumble,Jayce,Poppy,K'Sante,Sion,,,,,,1783,0,0,4,5,7,16,0,0,0,0,1,0,1,0,0.2356,0.7740,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,3993,134.3690,0.0555788,1012.8323,950.0393,0,47,1.5816,9,0.3029,12,101,3.3988,7080,3167,106.5732,0.0976276,7020,,,22,22,0,,,0.7403,2347,2437,9,2265,2502,12,82,-65,-3,0,1,0,0,0,0,3451,3480,16,3403,4071,15,48,-591,1,0,1,0,0,0,0,4363,4936,17,5355,6297,19,-992,-1361,-2,0,1,1,1,3,0,5939,7109,20,6732,7293,23,-793,-184,-3,0,5,2,1,6,1
LOLTMNT03_336244,complete,,LCK,2026,Cup,0,2026-01-15 08:05:23,1,16.01,6,Red,top,Kiin,oe:player:03daae1844b9ad257324c3eedf41e28,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,Renekton,Neeko,Malphite,Varus,Lulu,Bard,,,,,,1783,1,4,1,8,16,7,1,0,0,0,0,0,0,0,0.5384,0.7740,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,20000,673.0230,0.233615,1036.6573,1007.9865,6469,12,0.4038,7,0.2356,3,44,1.4807,12471,8558,287.9865,0.211121,11325,,,252,248,4,,,8.4801,3227,5069,88,3560,5256,99,-333,-187,-11,0,0,0,0,0,0,4989,8664,129,5066,8670,147,-77,-6,-18,0,1,0,0,0,1,7681,13060,186,6277,10841,179,1404,2219,7,2,2,0,0,0,3,10003,15325,217,10041,15030,212,-38,295,5,3,3,1,4,1,3
LOLTMNT03_336244,complete,,LCK,2026,Cup,0,2026-01-15 08:05:23,1,16.01,7,Red,jng,Canyon,oe:player:92544d7a994bd6841cccd9f6e42e3de,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,Pantheon,Neeko,Malphite,Varus,Lulu,Bard,,,,,,1783,1,3,2,6,16,7,0,0,0,0,0,0,0,1,0.5384,0.7740,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,0,0,13990,470.7796,0.163414,918.9456,605.0813,1805,13,0.4375,8,0.2692,10,52,1.7499,11451,7538,253.6624,0.185958,9775,,,206,8,198,,,6.9321,3141,3329,62,3666,3776,72,-525,-447,-10,0,0,1,1,0,0,5155,6239,104,5474,6492,119,-319,-253,-15,1,0,1,1,0,0,7150,9192,145,6879,8290,148,271,902,-3,1,1,1,1,0,1,9298,11684,183,9352,11085,173,-54,599,10,2,2,2,2,2,3
LOLTMNT03_336244,complete,,LCK,2026,Cup,0,2026-01-15 08:05:23,1,16.01,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,Azir,Neeko,Malphite,Varus,Lulu,Bard,,,,,,1783,1,2,2,5,16,7,0,0,0,0,0,0,0,0,0.5384,0.7740,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,13073,439.9215,0.152702,396.3096,300.1346,14591,17,0.5721,16,0.5384,5,60,2.0191,12378,8465,284.8570,0.208827,11435,,,291,287,4,,,9.7925,3543,5022,102,3657,5478,103,-114,-456,-1,0,0,0,0,1,0,5452,8205,168,5611,8529,168,-159,-324,0,0,0,0,0,1,0,8240,11079,219,7572,11821,235,668,-742,-16,2,1,0,0,1,0,9941,12931,263,9784,15793,284,157,-2862,-21,2,1,2,0,5,0
LOLTMNT03_336244,complete,,LCK,2026,Cup,0,2026-01-15 08:05:23,1,16.01,9,Red,bot,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,Corki,Neeko,Malphite,Varus,Lulu,Bard,,,,,,1783,1,6,1,4,16,7,1,1,0,0,0,0,0,0,0.5384,0.7740,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,28495,958.8895,0.332843,651.7891,446.1806,10357,14,0.4711,12,0.4038,6,47,1.5816,15557,11644,391.8340,0.28725,12733,,,332,320,12,,,11.1722,3553,3843,97,3452,3934,88,101,-91,9,0,0,0,0,0,0,5851,5823,158,5617,6294,137,234,-471,21,0,0,0,0,0,0,8551,8430,216,7250,8155,179,1301,275,37,0,2,0,0,0,1,11247,11467,265,9700,10766,215,1547,701,50,2,3,1,1,1,2
LOLTMNT03_336244,complete,,LCK,2026,Cup,0,2026-01-15 08:05:23,1,16.01,10,Red,sup,Duro,oe:player:605821ebcf6a2e53f03ec6e8e463d1b,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,Nami,Neeko,Malphite,Varus,Lulu,Bard,,,,,,1783,1,1,1,12,16,7,0,0,0,0,0,0,0,0,0.5384,0.7740,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,10053,338.2950,0.117426,232.4621,99.3382,2253,47,1.5816,10,0.3365,12,109,3.6680,8244,4331,145.7431,0.106844,7170,,,24,24,0,,,0.8076,2265,2502,12,2347,2437,9,-82,65,3,0,0,0,0,1,0,3403,4071,15,3451,3480,16,-48,591,-1,0,0,0,0,1,0,5355,6297,19,4363,4936,17,992,1361,2,1,3,0,0,1,1,6732,7293,23,5939,7109,20,793,184,3,1,6,1,0,5,2
